key	value
町	100
生活	76
今	51
家	45
国	42
帰還	38
復興	36
原発	35
避難	35
ふるさと	28
土地	28
将来	25
事故	25
東京電力	25
除染	24
住民	24
双葉町	24
子ども	22
施設	20
場所	19
現在	19
住宅	19
大熊町	19
困難	18
区域	16
貯蔵	15
家族	15
町民	15
賠償	15
自分	15
地域	15
中間	14
不安	14
いつ	13
必要	13
時間	13
状態	13
どこ	13
希望	12
地区	12
今後	12
補償	12
仮設	11
近く	11
大変	11
帰宅	11
震災	11
残念	11
線量	10
アンケート	10
すべて	10
みんな	10
個人	10
